data,sku,cod_filial,filial,unidade,demanda,faturamento,num_transacoes,clientes_unicos
2024-08-18,191,101042,SHOPPING,KG,0.749,37.82,13,13
2024-08-19,191,101042,SHOPPING,KG,1.59,80.27,20,20
2024-08-20,191,101042,SHOPPING,KG,2.102,106.15,26,25
2024-08-21,191,101042,SHOPPING,KG,2.263,114.26,31,31
2024-08-22,191,101042,SHOPPING,KG,2.708,136.77,39,39
2024-08-23,191,101042,SHOPPING,KG,2.841,143.46,40,40
2024-08-24,191,101042,SHOPPING,KG,2.694,135.38,42,42
2024-08-25,191,101042,SHOPPING,KG,1.255,63.38,20,20
2024-08-26,191,101042,SHOPPING,KG,1.208,61.0,17,17
2024-08-27,191,101042,SHOPPING,KG,1.293,65.3,20,20
2024-08-28,191,101042,SHOPPING,KG,1.055,53.26,18,18
2024-08-29,191,101042,SHOPPING,KG,2.329,117.57000000000001,40,39
2024-08-30,191,101042,SHOPPING,KG,2.641,133.34,41,41
2024-08-31,191,101042,SHOPPING,KG,2.8850000000000002,144.91,44,44
2024-09-01,191,101042,SHOPPING,KG,1.603,80.93,22,22
2024-09-02,191,101042,SHOPPING,KG,1.936,97.75,31,31
2024-09-03,191,101042,SHOPPING,KG,3.062,154.62,42,42
2024-09-04,191,101042,SHOPPING,KG,2.398,121.1,32,32
2024-09-05,191,101042,SHOPPING,KG,3.423,172.86,47,46
2024-09-06,191,101042,SHOPPING,KG,3.591,181.36,47,47
2024-09-07,191,101042,SHOPPING,KG,3.367,169.73,46,46
2024-09-08,191,101042,SHOPPING,KG,1.036,52.31,15,15
2024-09-09,191,101042,SHOPPING,KG,2.913,147.07,43,42
2024-09-10,191,101042,SHOPPING,KG,2.9539999999999997,149.16,40,40
2024-09-11,191,101042,SHOPPING,KG,2.573,129.91,33,33
2024-09-12,191,101042,SHOPPING,KG,1.837,92.77,26,26
2024-09-13,191,101042,SHOPPING,KG,2.805,141.61,41,41
2024-09-14,191,101042,SHOPPING,KG,2.611,131.26,38,38
2024-09-15,191,101042,SHOPPING,KG,2.237,112.95,32,32
2024-09-16,191,101042,SHOPPING,KG,2.204,111.3,27,27
2024-09-17,191,101042,SHOPPING,KG,0.911,46.01,14,14
2024-09-18,191,101042,SHOPPING,KG,1.867,94.26,28,28
2024-09-19,191,101042,SHOPPING,KG,1.819,91.84,26,26
2024-09-20,191,101042,SHOPPING,KG,2.112,106.62,37,37
2024-09-21,191,101042,SHOPPING,KG,2.31,116.64,35,35
2024-09-22,191,101042,SHOPPING,KG,1.407,71.04,22,22
2024-09-23,191,101042,SHOPPING,KG,0.855,43.17,13,13
2024-09-24,191,101042,SHOPPING,KG,1.815,91.64,24,24
2024-09-25,191,101042,SHOPPING,KG,1.866,94.23,32,32
2024-09-26,191,101042,SHOPPING,KG,1.868,94.28,31,30
2024-09-27,191,101042,SHOPPING,KG,2.177,109.91,30,30
2024-09-28,191,101042,SHOPPING,KG,3.521,177.36,49,48
2024-09-29,191,101042,SHOPPING,KG,1.783,90.01,27,25
2024-09-30,191,101042,SHOPPING,KG,2.546,128.53,35,35
2024-10-01,191,101042,SHOPPING,KG,2.89,145.9,43,43
2024-10-02,191,101042,SHOPPING,KG,2.336,117.96000000000001,34,34
2024-10-03,191,101042,SHOPPING,KG,3.294,166.33,45,44
2024-10-04,191,101042,SHOPPING,KG,2.042,103.03,31,31
2024-10-05,191,101042,SHOPPING,KG,2.55,128.73,38,38
2024-10-06,191,101042,SHOPPING,KG,1.788,90.29,25,25
2024-10-07,191,101042,SHOPPING,KG,2.488,125.6,40,40
2024-10-08,191,101042,SHOPPING,KG,2.584,130.49,38,38
2024-10-09,191,101042,SHOPPING,KG,2.264,113.98,35,35
2024-10-10,191,101042,SHOPPING,KG,2.443,123.34,35,35
2024-10-11,191,101042,SHOPPING,KG,2.785,140.59,44,44
2024-10-12,191,101042,SHOPPING,KG,2.046,103.0,35,35
2024-10-13,191,101042,SHOPPING,KG,0.917,46.32,14,14
2024-10-14,191,101042,SHOPPING,KG,2.153,108.69,31,31
2024-10-15,191,101042,SHOPPING,KG,2.295,115.87,31,31
2024-10-16,191,101042,SHOPPING,KG,2.489,125.69,34,34
2024-10-17,191,101042,SHOPPING,KG,1.768,89.28999999999999,24,24
2024-10-18,191,101042,SHOPPING,KG,2.254,113.83,26,26
2024-10-19,191,101042,SHOPPING,KG,2.239,113.07,34,34
2024-10-20,191,101042,SHOPPING,KG,1.317,66.49,21,21
2024-10-22,191,101042,SHOPPING,KG,1.896,95.71,31,31
2024-10-23,191,101042,SHOPPING,KG,1.641,82.85000000000001,27,27
2024-10-24,191,101042,SHOPPING,KG,2.065,104.25999999999999,30,30
2024-10-25,191,101042,SHOPPING,KG,1.442,72.8,24,24
2024-10-26,191,101042,SHOPPING,KG,2.737,138.19,35,35
2024-10-27,191,101042,SHOPPING,KG,1.135,57.23,18,18
2024-10-28,191,101042,SHOPPING,KG,1.7510000000000001,88.45,25,25
2024-10-29,191,101042,SHOPPING,KG,2.526,122.24,26,26
2024-10-30,191,101042,SHOPPING,KG,2.083,105.16,31,31
2024-10-31,191,101042,SHOPPING,KG,3.051,154.08,39,39
2024-11-01,191,101042,SHOPPING,KG,2.964,149.66,42,42
2024-11-02,191,101042,SHOPPING,KG,3.04,153.46,46,45
2024-11-03,191,101042,SHOPPING,KG,1.567,79.1,25,25
2024-11-04,191,101042,SHOPPING,KG,2.301,116.19,32,32
2024-11-05,191,101042,SHOPPING,KG,2.865,144.48000000000002,42,42
2024-11-06,191,101042,SHOPPING,KG,2.387,120.5,37,37
2024-11-07,191,101042,SHOPPING,KG,2.352,118.83,34,34
2024-11-08,191,101042,SHOPPING,KG,2.56,129.24,39,39
2024-11-09,191,101042,SHOPPING,KG,2.967,149.76,44,44
2024-11-10,191,101042,SHOPPING,KG,2.488,125.61,15,15
2024-11-11,191,101042,SHOPPING,KG,2.12,107.06,32,32
2024-11-12,191,101042,SHOPPING,KG,2.596,131.08,35,35
2024-11-13,191,101042,SHOPPING,KG,1.354,68.37,20,20
2024-11-14,191,101042,SHOPPING,KG,1.292,65.24,20,20
2024-11-15,191,101042,SHOPPING,KG,1.181,59.64,20,20
2024-11-16,191,101042,SHOPPING,KG,2.461,124.07000000000001,44,44
2024-11-17,191,101042,SHOPPING,KG,1.319,66.6,17,17
2024-11-18,191,101042,SHOPPING,KG,2.857,144.26,47,47
2024-11-19,191,101042,SHOPPING,KG,2.048,103.37,33,33
2024-11-20,191,101042,SHOPPING,KG,1.093,55.17,18,18
2024-11-21,191,101042,SHOPPING,KG,1.443,72.88,24,24
2024-11-22,191,101042,SHOPPING,KG,1.615,81.53,27,27
2024-11-23,191,101042,SHOPPING,KG,2.56,129.24,38,38
2024-11-24,191,101042,SHOPPING,KG,1.55,78.23,24,24
2024-11-25,191,101042,SHOPPING,KG,1.865,94.19,28,28
2024-11-26,191,101042,SHOPPING,KG,1.217,61.46,21,21
2024-11-27,191,101042,SHOPPING,KG,1.743,87.53,27,26
2024-11-28,191,101042,SHOPPING,KG,1.171,59.13,18,17
2024-11-29,191,101042,SHOPPING,KG,2.316,116.95,41,41
2024-11-30,191,101042,SHOPPING,KG,2.912,146.41,43,43
2024-01-02,199,101032,RUA,KG,23.373,301.54,34,34
2024-01-03,199,101032,RUA,KG,21.029,271.26,45,45
2024-01-04,199,101032,RUA,KG,18.741,241.76,35,35
2024-01-05,199,101032,RUA,KG,32.227000000000004,415.75,50,50
2024-01-06,199,101032,RUA,KG,18.799,242.53,31,31
2024-01-08,199,101032,RUA,KG,33.73,435.11,45,45
2024-01-09,199,101032,RUA,KG,21.742,280.45,40,40
2024-01-10,199,101032,RUA,KG,15.671,202.15,32,32
2024-01-11,199,101032,RUA,KG,20.146,259.88,30,30
2024-01-12,199,101032,RUA,KG,19.98,257.75,43,43
2024-01-13,199,101032,RUA,KG,30.098,388.31,40,39
2024-01-15,199,101032,RUA,KG,34.446,444.32,56,56
2024-01-16,199,101032,RUA,KG,17.33,223.56,40,40
2024-01-17,199,101032,RUA,KG,22.658,292.26,38,38
2024-01-18,199,101032,RUA,KG,17.069,220.2,28,28
2024-01-19,199,101032,RUA,KG,26.478,339.64,41,41
2024-01-22,199,101032,RUA,KG,17.44,224.98,35,35
2024-01-23,199,101032,RUA,KG,23.778,306.77,35,35
2024-01-24,199,101032,RUA,KG,30.816,397.51,51,51
2024-01-25,199,101032,RUA,KG,28.666,369.76,39,39
2024-01-26,199,101032,RUA,KG,21.026,271.23,35,35
2024-01-27,199,101032,RUA,KG,20.927,269.91,37,36
2024-01-29,199,101032,RUA,KG,21.256,274.19,36,36
2024-01-30,199,101032,RUA,KG,27.378,353.16,45,45
2024-01-31,199,101032,RUA,KG,22.937,295.89,51,50
2024-02-01,199,101032,RUA,KG,32.333,417.09,58,58
2024-02-02,199,101032,RUA,KG,36.801,474.67,56,56
2024-02-03,199,101032,RUA,KG,23.678,305.11,54,54
2024-02-05,199,101032,RUA,KG,23.714,305.89,37,37
2024-02-06,199,101032,RUA,KG,26.262,338.76,40,40
2024-02-07,199,101032,RUA,KG,25.72,331.78,36,36
2024-02-08,199,101032,RUA,KG,27.412,353.62,53,53
2024-02-09,199,101032,RUA,KG,26.465,341.38,40,40
2024-02-10,199,101032,RUA,KG,20.026,256.83,33,33
2024-02-15,199,101032,RUA,KG,18.872,243.48000000000002,34,34
2024-02-16,199,101032,RUA,KG,37.558,484.46,62,62
2024-02-17,199,101032,RUA,KG,35.228,454.42,45,45
2024-02-19,199,101032,RUA,KG,29.007,374.19,50,50
2024-02-20,199,101032,RUA,KG,13.588000000000001,175.29,31,31
2024-02-21,199,101032,RUA,KG,30.841,397.46,55,55
2024-02-22,199,101032,RUA,KG,19.575,252.52,40,40
2024-02-23,199,101032,RUA,KG,25.808,332.92,42,42
2024-02-24,199,101032,RUA,KG,18.496,236.69,37,37
2024-02-26,199,101032,RUA,KG,25.244,325.64,41,41
2024-02-27,199,101032,RUA,KG,25.182000000000002,324.86,43,43
2024-02-28,199,101032,RUA,KG,21.198,273.45,38,38
2024-02-29,199,101032,RUA,KG,18.714,241.39,33,33
2024-03-01,199,101032,RUA,KG,30.796,397.26,50,50
2024-03-02,199,101032,RUA,KG,23.282,300.32,40,40
2024-03-04,199,101032,RUA,KG,27.286,352.0,50,50
2024-03-05,199,101032,RUA,KG,22.105,285.14,47,47
2024-03-06,199,101032,RUA,KG,33.521,432.44,45,45
2024-03-07,199,101032,RUA,KG,27.56,355.51,44,44
2024-03-08,199,101032,RUA,KG,26.382,356.17,48,48
2024-03-09,199,101032,RUA,KG,19.570999999999998,264.21,39,39
2024-03-11,199,101032,RUA,KG,19.245,259.81,36,36
2024-03-12,199,101032,RUA,KG,25.61,345.74,40,40
2024-03-13,199,101032,RUA,KG,26.946,363.77,39,39
2024-03-14,199,101032,RUA,KG,31.234,421.68,55,55
2024-03-15,199,101032,RUA,KG,25.464,343.77,40,39
2024-03-16,199,101032,RUA,KG,19.12,258.12,36,36
2024-03-18,199,101032,RUA,KG,29.474,397.9,39,39
2024-03-19,199,101032,RUA,KG,21.821,294.61,40,40
2024-03-20,199,101032,RUA,KG,19.921,268.94,36,35
2024-03-21,199,101032,RUA,KG,25.106,338.94,39,39
2024-03-22,199,101032,RUA,KG,10.866,146.7,18,17
2024-03-23,199,101032,RUA,KG,23.758,318.11,40,39
2024-03-25,199,101032,RUA,KG,28.001,378.02,44,43
2024-03-26,199,101032,RUA,KG,16.783,226.57,30,30
2024-03-27,199,101032,RUA,KG,18.838,254.32,30,30
2024-03-28,199,101032,RUA,KG,17.439,235.4,37,37
2024-03-30,199,101032,RUA,KG,21.583000000000002,290.81,40,40
2024-04-01,199,101032,RUA,KG,27.469,370.82,44,44
2024-04-02,199,101032,RUA,KG,26.419,356.6,47,47
2024-04-03,199,101032,RUA,KG,20.343,274.63,41,41
2024-04-04,199,101032,RUA,KG,24.948999999999998,336.8,43,43
2024-04-05,199,101032,RUA,KG,33.191,448.08,69,69
2024-04-06,199,101032,RUA,KG,35.387,473.82,59,59
2024-04-08,199,101032,RUA,KG,26.443,357.02,44,44
2024-04-09,199,101032,RUA,KG,40.019999999999996,540.23,57,57
2024-04-10,199,101032,RUA,KG,25.603,345.67,49,49
2024-04-11,199,101032,RUA,KG,28.011,378.17,46,46
2024-04-12,199,101032,RUA,KG,32.966,445.06,49,49
2024-04-13,199,101032,RUA,KG,24.432,329.81,38,38
2024-04-15,199,101032,RUA,KG,22.409,301.74,42,42
2024-04-16,199,101032,RUA,KG,28.891000000000002,390.04,46,46
2024-04-17,199,101032,RUA,KG,24.735,333.91,45,44
2024-04-18,199,101032,RUA,KG,23.573,318.24,36,36
2024-04-19,199,101032,RUA,KG,21.722,293.29,47,47
2024-04-20,199,101032,RUA,KG,24.896,336.11,39,39
2024-04-22,199,101032,RUA,KG,14.139,190.85999999999999,34,34
2024-04-24,199,101032,RUA,KG,12.439,167.91,26,25
2024-04-25,199,101032,RUA,KG,23.531,317.71,41,41
2024-04-26,199,101032,RUA,KG,23.179000000000002,312.94,45,44
2024-04-27,199,101032,RUA,KG,29.915,400.56,47,47
2024-04-29,199,101032,RUA,KG,16.011,216.15,24,24
2024-04-30,199,101032,RUA,KG,18.632,251.5,41,41
2024-05-02,199,101032,RUA,KG,22.628,305.47,47,47
2024-05-03,199,101032,RUA,KG,34.672,468.1,61,61
2024-05-04,199,101032,RUA,KG,26.105,351.55,42,42
2024-05-06,199,101032,RUA,KG,3.705,50.01,9,9
2024-05-07,199,101032,RUA,KG,30.794,415.73,56,56
2024-05-08,199,101032,RUA,KG,25.462,343.73,46,46
2024-05-09,199,101032,RUA,KG,33.29,449.42,61,60
2024-05-10,199,101032,RUA,KG,24.831,335.23,37,36
2024-05-11,199,101032,RUA,KG,22.741,307.02,30,30
2024-05-13,199,101032,RUA,KG,18.726,252.8,31,31
2024-05-14,199,101032,RUA,KG,14.458,195.2,33,33
2024-05-15,199,101032,RUA,KG,21.663,292.45,44,44
2024-05-16,199,101032,RUA,KG,25.419,343.15,53,53
2024-05-17,199,101032,RUA,KG,32.566,439.64,54,54
2024-05-18,199,101032,RUA,KG,30.538,412.24,38,38
2024-05-20,199,101032,RUA,KG,21.484,290.07,39,39
2024-05-21,199,101032,RUA,KG,29.459,397.71,51,51
2024-05-22,199,101032,RUA,KG,24.379,329.14,49,49
2024-05-23,199,101032,RUA,KG,27.604,372.69,43,42
2024-05-24,199,101032,RUA,KG,11.138,150.39,28,28
2024-05-25,199,101032,RUA,KG,21.113,283.1,33,33
2024-05-27,199,101032,RUA,KG,28.745,388.09000000000003,46,45
2024-05-28,199,101032,RUA,KG,24.203,326.74,43,42
2024-05-29,199,101032,RUA,KG,26.544999999999998,358.37,51,51
2024-05-31,199,101032,RUA,KG,23.513,317.47,53,53
2024-06-01,199,101032,RUA,KG,26.339,354.61,53,53
2024-06-03,199,101032,RUA,KG,20.488,276.56,43,43
2024-06-04,199,101032,RUA,KG,18.817,254.02,42,42
2024-06-05,199,101032,RUA,KG,24.682,333.23,41,41
2024-06-06,199,101032,RUA,KG,27.833000000000002,375.76,49,49
2024-06-07,199,101032,RUA,KG,31.289,422.4,52,52
2024-06-08,199,101032,RUA,KG,32.923,443.18,46,46
2024-06-10,199,101032,RUA,KG,28.551000000000002,385.47,49,49
2024-06-11,199,101032,RUA,KG,29.347,396.18,51,50
2024-06-12,199,101032,RUA,KG,25.861,349.12,49,49
2024-06-13,199,101032,RUA,KG,30.178,407.42,50,49
2024-06-14,199,101032,RUA,KG,23.297,314.48,45,45
2024-06-15,199,101032,RUA,KG,19.675,264.7,34,34
2024-06-17,199,101032,RUA,KG,20.837,281.27,42,42
2024-06-18,199,101032,RUA,KG,14.899000000000001,201.13,34,34
2024-06-19,199,101032,RUA,KG,20.038,270.53,44,44
2024-06-20,199,101032,RUA,KG,20.877,281.84,46,46
2024-06-21,199,101032,RUA,KG,20.292,273.95,37,36
2024-06-22,199,101032,RUA,KG,19.1,257.85,33,33
2024-06-24,199,101032,RUA,KG,23.834,321.73,38,38
2024-06-25,199,101032,RUA,KG,31.32,422.86,50,50
2024-06-26,199,101032,RUA,KG,26.154,353.07,48,48
2024-06-27,199,101032,RUA,KG,20.595,278.03,43,43
2024-06-28,199,101032,RUA,KG,24.951999999999998,336.86,55,55
2024-06-29,199,101032,RUA,KG,18.698,249.66,34,33
2024-07-01,199,101032,RUA,KG,24.696,333.44,50,50
2024-07-02,199,101032,RUA,KG,31.264,422.02,54,54
2024-07-03,199,101032,RUA,KG,26.922,363.42,47,47
2024-07-04,199,101032,RUA,KG,26.116,350.95,51,51
2024-07-05,199,101032,RUA,KG,28.824,389.13,62,62
2024-07-06,199,101032,RUA,KG,18.11,244.49,33,33
2024-07-08,199,101032,RUA,KG,24.096,325.29,47,47
2024-07-09,199,101032,RUA,KG,24.516000000000002,331.0,48,48
2024-07-10,199,101032,RUA,KG,28.078,379.06,46,46
2024-07-11,199,101032,RUA,KG,34.948,471.46,64,64
2024-07-12,199,101032,RUA,KG,20.580000000000002,277.86,42,41
2024-07-13,199,101032,RUA,KG,14.783,199.55,26,26
2024-07-15,199,101032,RUA,KG,22.218,299.95,44,44
2024-07-16,199,101032,RUA,KG,20.722,279.74,40,40
2024-07-17,199,101032,RUA,KG,20.414,275.57,40,40
2024-07-18,199,101032,RUA,KG,27.835,375.78000000000003,50,50
2024-07-19,199,101032,RUA,KG,21.983999999999998,296.79,44,44
2024-07-20,199,101032,RUA,KG,20.508,276.87,37,37
2024-07-22,199,101032,RUA,KG,31.351,423.21,48,48
2024-07-23,199,101032,RUA,KG,22.625,305.44,46,46
2024-07-24,199,101032,RUA,KG,23.858,322.07,49,49
2024-07-25,199,101032,RUA,KG,23.858,322.07,40,40
2024-07-26,199,101032,RUA,KG,25.497,344.21,41,41
2024-07-27,199,101032,RUA,KG,25.319,337.69,42,42
2024-07-29,199,101032,RUA,KG,20.490000000000002,276.63,44,44
2024-07-30,199,101032,RUA,KG,24.874000000000002,335.84000000000003,32,32
2024-07-31,199,101032,RUA,KG,26.45,357.07,47,46
2024-08-01,199,101032,RUA,KG,29.431,397.29,55,55
2024-08-02,199,101032,RUA,KG,30.871,416.77,55,55
2024-08-03,199,101032,RUA,KG,26.775,360.69,43,43
2024-08-05,199,101032,RUA,KG,23.249000000000002,313.87,44,44
2024-08-06,199,101032,RUA,KG,24.584,331.92,46,46
2024-08-07,199,101032,RUA,KG,29.896,403.59,56,55
2024-08-08,199,101032,RUA,KG,22.244,300.33,48,48
2024-08-09,199,101032,RUA,KG,22.627,305.47,54,54
2024-08-10,199,101032,RUA,KG,16.408,221.52,24,24
2024-08-12,199,101032,RUA,KG,32.966,445.05,54,54
2024-08-13,199,101032,RUA,KG,25.999,350.72,53,53
2024-08-14,199,101032,RUA,KG,24.894000000000002,336.08,47,47
2024-08-15,199,101032,RUA,KG,27.55,371.92,46,46
2024-08-16,199,101032,RUA,KG,26.889,363.0,49,49
2024-08-17,199,101032,RUA,KG,23.03,310.3,38,38
2024-08-19,199,101032,RUA,KG,8.202,110.72,23,23
2024-08-20,199,101032,RUA,KG,21.399,288.86,43,43
2024-08-21,199,101032,RUA,KG,17.669,238.54,39,39
2024-08-22,199,101032,RUA,KG,20.593,278.02,44,44
2024-08-23,199,101032,RUA,KG,21.95,296.33,41,41
2024-08-24,199,101032,RUA,KG,15.394,206.97,35,35
2024-08-26,199,101032,RUA,KG,17.61,237.72,34,34
2024-08-27,199,101032,RUA,KG,12.09,163.2,24,24
2024-08-28,199,101032,RUA,KG,18.732,252.89000000000001,43,43
2024-08-29,199,101032,RUA,KG,20.763,280.3,40,40
2024-08-30,199,101032,RUA,KG,29.673000000000002,400.6,47,46
2024-08-31,199,101032,RUA,KG,16.44,221.94,30,30
2024-09-02,199,101032,RUA,KG,33.458,451.71,56,56
2024-09-03,199,101032,RUA,KG,31.148,420.5,58,56
2024-09-04,199,101032,RUA,KG,31.892,430.55,53,53
2024-09-05,199,101032,RUA,KG,29.475,397.92,49,49
2024-09-06,199,101032,RUA,KG,26.561,357.85,49,49
2024-09-09,199,101032,RUA,KG,21.078,284.57,42,42
2024-09-10,199,101032,RUA,KG,33.484,451.88,60,60
2024-09-11,199,101032,RUA,KG,21.772,293.89,43,43
2024-09-12,199,101032,RUA,KG,21.299,287.54,43,43
2024-09-13,199,101032,RUA,KG,20.993,283.42,42,42
2024-09-14,199,101032,RUA,KG,22.068,295.05,40,39
2024-09-16,199,101032,RUA,KG,22.482,303.5,36,36
2024-09-17,199,101032,RUA,KG,20.331,274.45,42,42
2024-09-18,199,101032,RUA,KG,28.386,383.18,50,49
2024-09-19,199,101032,RUA,KG,22.616,305.32,39,39
2024-09-20,199,101032,RUA,KG,18.531,250.18,34,34
2024-09-21,199,101032,RUA,KG,19.282,260.29,41,41
2024-09-23,199,101032,RUA,KG,30.348,409.71999999999997,45,44
2024-09-24,199,101032,RUA,KG,30.286,408.9,42,42
2024-09-25,199,101032,RUA,KG,16.541,223.3,36,36
2024-09-26,199,101032,RUA,KG,22.9,309.17,37,36
2024-09-27,199,101032,RUA,KG,20.509,276.89,39,39
2024-09-28,199,101032,RUA,KG,25.609,344.98,35,35
2024-09-30,199,101032,RUA,KG,24.294,328.0,41,41
2024-10-01,199,101032,RUA,KG,20.819,281.1,39,39
2024-10-02,199,101032,RUA,KG,29.548000000000002,398.88,51,51
2024-10-03,199,101032,RUA,KG,19.563,264.12,42,42
2024-10-04,199,101032,RUA,KG,15.396,207.87,38,38
2024-10-05,199,101032,RUA,KG,26.123,349.71999999999997,39,39
2024-10-07,199,101032,RUA,KG,26.240000000000002,354.25,42,42
2024-10-08,199,101032,RUA,KG,27.728,374.34000000000003,48,48
2024-10-09,199,101032,RUA,KG,27.435,370.41,51,51
2024-10-10,199,101032,RUA,KG,21.748,293.61,36,36
2024-10-11,199,101032,RUA,KG,22.682000000000002,306.25,44,44
2024-10-12,199,101032,RUA,KG,10.983,148.25,17,17
2024-10-14,199,101032,RUA,KG,30.477,411.44,57,57
2024-10-15,199,101032,RUA,KG,24.645,332.7,36,36
2024-10-16,199,101032,RUA,KG,18.206,245.82,38,38
2024-10-17,199,101032,RUA,KG,24.365,328.94,42,42
2024-10-18,199,101032,RUA,KG,13.440999999999999,181.44,27,27
2024-10-19,199,101032,RUA,KG,17.028,229.87,30,30
2024-10-22,199,101032,RUA,KG,18.42,248.65,40,40
2024-10-23,199,101032,RUA,KG,22.352,301.76,38,37
2024-10-24,199,101032,RUA,KG,19.822,267.6,35,35
2024-10-25,199,101032,RUA,KG,28.128,379.25,47,47
2024-10-26,199,101032,RUA,KG,22.736,304.94,40,40
2024-10-28,199,101032,RUA,KG,23.994,323.46999999999997,46,45
2024-10-29,199,101032,RUA,KG,27.128,366.25,47,47
2024-10-30,199,101032,RUA,KG,19.478,262.95,40,40
2024-10-31,199,101032,RUA,KG,22.1,298.26,33,33
2024-11-01,199,101032,RUA,KG,26.36,355.87,50,50
2024-11-02,199,101032,RUA,KG,12.113000000000001,163.54999999999998,20,20
2024-11-04,199,101032,RUA,KG,27.691,373.83,52,52
2024-11-05,199,101032,RUA,KG,31.098,419.83,55,53
2024-11-06,199,101032,RUA,KG,22.801,307.81,43,43
2024-11-07,199,101032,RUA,KG,24.841,335.36,50,50
2024-11-08,199,101032,RUA,KG,23.974,323.67,46,45
2024-11-09,199,101032,RUA,KG,24.315,328.26,40,37
2024-11-11,199,101032,RUA,KG,20.926,282.5,42,42
2024-11-12,199,101032,RUA,KG,26.701,360.48,45,45
2024-11-13,199,101032,RUA,KG,24.629,332.52,40,40
2024-11-14,199,101032,RUA,KG,24.144000000000002,325.95,50,50
2024-11-16,199,101032,RUA,KG,15.533,208.24,32,32
2024-11-18,199,101032,RUA,KG,27.593,372.51,38,38
2024-11-19,199,101032,RUA,KG,13.706,185.03,30,30
2024-11-21,199,101032,RUA,KG,23.793,321.21,42,42
2024-11-22,199,101032,RUA,KG,29.884,403.43,50,50
2024-11-23,199,101032,RUA,KG,21.417,289.15,39,39
2024-11-25,199,101032,RUA,KG,19.836,267.8,39,38
2024-11-26,199,101032,RUA,KG,16.811,226.95,36,36
2024-11-27,199,101032,RUA,KG,14.6,217.35,34,33
2024-11-28,199,101032,RUA,KG,13.567,202.18,33,33
2024-11-29,199,101032,RUA,KG,20.998,312.18,40,40
2024-11-30,199,101032,RUA,KG,20.828,309.38,33,33
2024-01-02,199,101042,SHOPPING,KG,14.784,190.7,33,33
2024-01-03,199,101042,SHOPPING,KG,14.714,189.79999999999998,36,36
2024-01-04,199,101042,SHOPPING,KG,19.788,255.28,37,37
2024-01-05,199,101042,SHOPPING,KG,25.365000000000002,327.19,39,39
2024-01-06,199,101042,SHOPPING,KG,24.738,317.17,51,51
2024-01-07,199,101042,SHOPPING,KG,15.182,195.88,24,24
2024-01-08,199,101042,SHOPPING,KG,18.538,237.2,32,32
2024-01-09,199,101042,SHOPPING,KG,19.496,251.51,34,34
2024-01-10,199,101042,SHOPPING,KG,17.147,221.15,37,37
2024-01-11,199,101042,SHOPPING,KG,12.959,167.15,27,27
2024-01-12,199,101042,SHOPPING,KG,19.823,255.73,34,34
2024-01-13,199,101042,SHOPPING,KG,20.387,263.01,37,37
2024-01-14,199,101042,SHOPPING,KG,12.186,157.2,21,21
2024-01-15,199,101042,SHOPPING,KG,15.993,206.31,33,33
2024-01-16,199,101042,SHOPPING,KG,23.764,306.53,42,42
2024-01-17,199,101042,SHOPPING,KG,14.292,184.35999999999999,33,33
2024-01-18,199,101042,SHOPPING,KG,16.287,210.07,33,33
2024-01-19,199,101042,SHOPPING,KG,7.384,95.24,22,22
2024-01-20,199,101042,SHOPPING,KG,20.154,259.96,34,34
2024-01-21,199,101042,SHOPPING,KG,15.44,199.17,25,25
2024-01-22,199,101042,SHOPPING,KG,2.782,35.9,8,8
2024-01-23,199,101042,SHOPPING,KG,13.004,167.74,30,30
2024-01-24,199,101042,SHOPPING,KG,20.759,267.8,39,39
2024-01-25,199,101042,SHOPPING,KG,14.173,180.89,32,31
2024-01-26,199,101042,SHOPPING,KG,18.674,240.9,36,36
2024-01-27,199,101042,SHOPPING,KG,18.85,242.16,43,42
2024-01-28,199,101042,SHOPPING,KG,9.129,117.77,16,16
2024-01-29,199,101042,SHOPPING,KG,12.629999999999999,162.94,28,28
2024-01-30,199,101042,SHOPPING,KG,15.924,205.44,37,37
2024-01-31,199,101042,SHOPPING,KG,13.94,179.82,26,26
2024-02-01,199,101042,SHOPPING,KG,12.686,163.63,38,38
2024-02-02,199,101042,SHOPPING,KG,26.128,337.04,43,43
2024-02-03,199,101042,SHOPPING,KG,21.626,278.98,45,45
2024-02-04,199,101042,SHOPPING,KG,11.938,153.99,22,22
2024-02-05,199,101042,SHOPPING,KG,19.226,248.03,32,32
2024-02-06,199,101042,SHOPPING,KG,19.654,253.54999999999998,36,36
2024-02-07,199,101042,SHOPPING,KG,17.686,226.19,38,38
2024-02-08,199,101042,SHOPPING,KG,20.128,259.68,36,36
2024-02-09,199,101042,SHOPPING,KG,13.428,173.21,27,27
2024-02-10,199,101042,SHOPPING,KG,10.952,140.3,19,19
2024-02-11,199,101042,SHOPPING,KG,3.274,42.24,11,11
2024-02-12,199,101042,SHOPPING,KG,14.99,193.36,24,24
2024-02-14,199,101042,SHOPPING,KG,21.831,281.61,34,34
2024-02-15,199,101042,SHOPPING,KG,11.392,146.95,26,26
2024-02-16,199,101042,SHOPPING,KG,13.385,172.66,32,32
2024-02-17,199,101042,SHOPPING,KG,18.585,239.76,36,36
2024-02-18,199,101042,SHOPPING,KG,10.766,138.88,15,15
2024-02-19,199,101042,SHOPPING,KG,13.537,174.65,30,30
2024-02-20,199,101042,SHOPPING,KG,16.478,212.55,35,34
